Level	Rule Name	Subject	Property	Value
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00002082	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00002083	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00002084	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00002095	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00002109	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00002110	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00002114	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00002123	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00002125	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00002127	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00002129	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00002132	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00002140	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00002141	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00002142	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00002143	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00002144	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00002145	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00002146	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00002150	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00002156	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00003100	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00003105	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00003108	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00003300	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00003301	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00003302	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00003303	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00003313	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00003500	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00003502	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00003503	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00003504	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00005001	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00005016	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00005021	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00005022	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00005023	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00005024	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00005025	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00005032	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00005033	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00005034	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00005035	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00005036	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00005038	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00005039	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00005050	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00005060	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00005066	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00005067	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00005069	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00005070	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00005071	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00005072	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00005074	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00005078	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00005079	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00005080	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00005086	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00005088	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00005091	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00005092	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00005700	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00005702	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00005711	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00005717	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00005720	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00005724	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00005731	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00005740	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00005746	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00005750	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00005753	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00005763	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00007000	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00007001	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00007002	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00007007	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00007009	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00007011	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00007013	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00007016	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00007017	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00007022	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00007026	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00007027	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00007029	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00007031	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00007033	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00007034	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00007035	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00007036	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00007037	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00007038	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00007045	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00007046	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00007047	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00007050	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00007051	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00007052	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00007054	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00007056	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00007060	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00007061	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00007063	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00007064	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00007068	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00007069	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00008000	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00008005	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00008007	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00008009	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00008012	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00008013	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00008014	rdfs:label	
ERROR	missing_label	https://purl.archive.org/tfsco/TFSCO_00009996	rdfs:label	
ERROR	multiple_definitions	Hybrid cell	IAO:0000600	Inorganic material is used as the acceptor and electron transporter.@en
ERROR	multiple_definitions	Hybrid cell	IAO:0000600	Organic material is used as light absorber, donor and transports holes.@en
WARN	missing_definition	CHMO:0000208	IAO:0000115	
WARN	missing_definition	CHMO:0000228	IAO:0000115	
WARN	missing_definition	CHMO:0000800	IAO:0000115	
WARN	missing_definition	CHMO:0001301	IAO:0000115	
WARN	missing_definition	CHMO:0001310	IAO:0000115	
WARN	missing_definition	CHMO:0001356	IAO:0000115	
WARN	missing_definition	CHMO:0001470	IAO:0000115	
WARN	missing_definition	CHMO:0001472	IAO:0000115	
WARN	missing_definition	CHMO:0001558	IAO:0000115	
WARN	missing_definition	CHMO:0001685	IAO:0000115	
WARN	missing_definition	CHMO:0002770	IAO:0000115	
WARN	missing_definition	CHMO:0002793	IAO:0000115	
WARN	missing_definition	CHMO:0002917	IAO:0000115	
WARN	missing_definition	IAO:0000101	IAO:0000115	
WARN	missing_definition	OBI:0000011	IAO:0000115	
WARN	missing_definition	OBI:0000070	IAO:0000115	
WARN	missing_definition	OBI:0000094	IAO:0000115	
WARN	missing_definition	OBI:0000374	IAO:0000115	
WARN	missing_definition	OBI:0200000	IAO:0000115	
WARN	missing_definition	OBI:0400065	IAO:0000115	
WARN	missing_definition	PATO:0000008	IAO:0000115	
WARN	missing_definition	PATO:0000125	IAO:0000115	
WARN	missing_definition	PATO:0000146	IAO:0000115	
WARN	missing_definition	PATO:0000165	IAO:0000115	
WARN	missing_definition	PATO:0000918	IAO:0000115	
WARN	missing_definition	PATO:0001024	IAO:0000115	
WARN	missing_definition	PATO:0001025	IAO:0000115	
WARN	missing_definition	PATO:0001242	IAO:0000115	
WARN	missing_definition	PATO:0001309	IAO:0000115	
WARN	missing_definition	PATO:0001464	IAO:0000115	
WARN	missing_definition	PATO:0001574	IAO:0000115	
WARN	missing_definition	PATO:0001585	IAO:0000115	
WARN	missing_definition	PATO:0002242	IAO:0000115	
WARN	missing_definition	root node	IAO:0000115	
WARN	missing_definition	description	IAO:0000115	
WARN	missing_definition	license	IAO:0000115	
WARN	missing_definition	title	IAO:0000115	
WARN	missing_definition	Hole transport layer	IAO:0000115	
WARN	missing_definition	Antireflective coating	IAO:0000115	
WARN	missing_definition	https://purl.archive.org/tfsco/TFSCO_00000021	IAO:0000115	
WARN	missing_definition	https://purl.archive.org/tfsco/TFSCO_00000022	IAO:0000115	
WARN	missing_definition	Inorganic p-n homojunction	IAO:0000115	
WARN	missing_definition	Schottky-junction	IAO:0000115	
WARN	missing_definition	https://purl.archive.org/tfsco/TFSCO_00000063	IAO:0000115	
WARN	missing_definition	https://purl.archive.org/tfsco/TFSCO_00000064	IAO:0000115	
WARN	missing_definition	https://purl.archive.org/tfsco/TFSCO_00000067	IAO:0000115	
WARN	missing_definition	https://purl.archive.org/tfsco/TFSCO_00000068	IAO:0000115	
WARN	missing_definition	https://purl.archive.org/tfsco/TFSCO_00000075	IAO:0000115	
WARN	missing_definition	https://purl.archive.org/tfsco/TFSCO_00000087	IAO:0000115	
WARN	missing_definition	https://purl.archive.org/tfsco/TFSCO_00000088	IAO:0000115	
WARN	missing_definition	https://purl.archive.org/tfsco/TFSCO_00001000	IAO:0000115	
WARN	missing_definition	https://purl.archive.org/tfsco/TFSCO_00001003	IAO:0000115	
WARN	missing_definition	https://purl.archive.org/tfsco/TFSCO_00001004	IAO:0000115	
WARN	missing_definition	https://purl.archive.org/tfsco/TFSCO_00001030	IAO:0000115	
WARN	missing_definition	https://purl.archive.org/tfsco/TFSCO_00001033	IAO:0000115	
WARN	missing_definition	https://purl.archive.org/tfsco/TFSCO_00001034	IAO:0000115	
WARN	missing_definition	https://purl.archive.org/tfsco/TFSCO_00001035	IAO:0000115	
WARN	missing_definition	https://purl.archive.org/tfsco/TFSCO_00001037	IAO:0000115	
WARN	missing_definition	https://purl.archive.org/tfsco/TFSCO_00001042	IAO:0000115	
WARN	missing_definition	https://purl.archive.org/tfsco/TFSCO_00001044	IAO:0000115	
WARN	missing_definition	https://purl.archive.org/tfsco/TFSCO_00001045	IAO:0000115	
WARN	missing_definition	https://purl.archive.org/tfsco/TFSCO_00001052	IAO:0000115	
WARN	missing_definition	https://purl.archive.org/tfsco/TFSCO_00001061	IAO:0000115	
WARN	missing_definition	https://purl.archive.org/tfsco/TFSCO_00001062	IAO:0000115	
WARN	missing_definition	https://purl.archive.org/tfsco/TFSCO_00001063	IAO:0000115	
WARN	missing_definition	https://purl.archive.org/tfsco/TFSCO_00001064	IAO:0000115	
WARN	missing_definition	https://purl.archive.org/tfsco/TFSCO_00001065	IAO:0000115	
WARN	missing_definition	https://purl.archive.org/tfsco/TFSCO_00001077	IAO:0000115	
WARN	missing_definition	Encapsulation layer	IAO:0000115	
WARN	missing_definition	https://purl.archive.org/tfsco/TFSCO_00001094	IAO:0000115	
WARN	missing_definition	certified	IAO:0000115	
WARN	missing_definition	https://purl.archive.org/tfsco/TFSCO_00001100	IAO:0000115	
WARN	missing_definition	https://purl.archive.org/tfsco/TFSCO_00001103	IAO:0000115	
WARN	missing_definition	https://purl.archive.org/tfsco/TFSCO_00001104	IAO:0000115	
WARN	missing_definition	https://purl.archive.org/tfsco/TFSCO_00001106	IAO:0000115	
WARN	missing_definition	https://purl.archive.org/tfsco/TFSCO_00001107	IAO:0000115	
WARN	missing_definition	https://purl.archive.org/tfsco/TFSCO_00001122	IAO:0000115	
WARN	missing_definition	https://purl.archive.org/tfsco/TFSCO_00001124	IAO:0000115	
WARN	missing_definition	https://purl.archive.org/tfsco/TFSCO_00001129	IAO:0000115	
WARN	missing_definition	https://purl.archive.org/tfsco/TFSCO_00001147	IAO:0000115	
WARN	missing_definition	https://purl.archive.org/tfsco/TFSCO_00002001	IAO:0000115	
WARN	missing_definition	https://purl.archive.org/tfsco/TFSCO_00002008	IAO:0000115	
WARN	missing_definition	https://purl.archive.org/tfsco/TFSCO_00002012	IAO:0000115	
WARN	missing_definition	https://purl.archive.org/tfsco/TFSCO_00002026	IAO:0000115	
WARN	missing_definition	Analytical model	IAO:0000115	
WARN	missing_definition	illumination direction setting datum	IAO:0000115	
WARN	missing_definition	https://purl.archive.org/tfsco/TFSCO_00002033	IAO:0000115	
WARN	missing_definition	pvd source	IAO:0000115	
WARN	missing_definition	Sublayer	IAO:0000115	
WARN	missing_definition	https://purl.archive.org/tfsco/TFSCO_00002046	IAO:0000115	
WARN	missing_definition	https://purl.archive.org/tfsco/TFSCO_00002047	IAO:0000115	
WARN	missing_definition	https://purl.archive.org/tfsco/TFSCO_00002049	IAO:0000115	
WARN	missing_definition	https://purl.archive.org/tfsco/TFSCO_00002051	IAO:0000115	
WARN	missing_definition	https://purl.archive.org/tfsco/TFSCO_00002053	IAO:0000115	
WARN	missing_definition	scan rate setting datum	IAO:0000115	
WARN	missing_definition	https://purl.archive.org/tfsco/TFSCO_00002060	IAO:0000115	
WARN	missing_definition	https://purl.archive.org/tfsco/TFSCO_00002076	IAO:0000115	
WARN	missing_definition	https://purl.archive.org/tfsco/TFSCO_00002077	IAO:0000115	
WARN	missing_definition	https://purl.archive.org/tfsco/TFSCO_00002078	IAO:0000115	
WARN	missing_definition	https://purl.archive.org/tfsco/TFSCO_00002080	IAO:0000115	
WARN	missing_definition	https://purl.archive.org/tfsco/TFSCO_00002081	IAO:0000115	
WARN	missing_definition	https://purl.archive.org/tfsco/TFSCO_00002082	IAO:0000115	
WARN	missing_definition	https://purl.archive.org/tfsco/TFSCO_00002083	IAO:0000115	
WARN	missing_definition	https://purl.archive.org/tfsco/TFSCO_00002084	IAO:0000115	
WARN	missing_definition	compliance setting datum	IAO:0000115	
WARN	missing_definition	https://purl.archive.org/tfsco/TFSCO_00002095	IAO:0000115	
WARN	missing_definition	active area measurement datum	IAO:0000115	
WARN	missing_definition	https://purl.archive.org/tfsco/TFSCO_00002109	IAO:0000115	
WARN	missing_definition	https://purl.archive.org/tfsco/TFSCO_00002110	IAO:0000115	
WARN	missing_definition	thermal pvd source	IAO:0000115	
WARN	missing_definition	https://purl.archive.org/tfsco/TFSCO_00002114	IAO:0000115	
WARN	missing_definition	total pressure measurement datum	IAO:0000115	
WARN	missing_definition	partial pressure measurement datum	IAO:0000115	
WARN	missing_definition	https://purl.archive.org/tfsco/TFSCO_00002123	IAO:0000115	
WARN	missing_definition	https://purl.archive.org/tfsco/TFSCO_00002125	IAO:0000115	
WARN	missing_definition	https://purl.archive.org/tfsco/TFSCO_00002127	IAO:0000115	
WARN	missing_definition	https://purl.archive.org/tfsco/TFSCO_00002129	IAO:0000115	
WARN	missing_definition	https://purl.archive.org/tfsco/TFSCO_00002132	IAO:0000115	
WARN	missing_definition	https://purl.archive.org/tfsco/TFSCO_00002140	IAO:0000115	
WARN	missing_definition	https://purl.archive.org/tfsco/TFSCO_00002141	IAO:0000115	
WARN	missing_definition	https://purl.archive.org/tfsco/TFSCO_00002142	IAO:0000115	
WARN	missing_definition	https://purl.archive.org/tfsco/TFSCO_00002143	IAO:0000115	
WARN	missing_definition	https://purl.archive.org/tfsco/TFSCO_00002144	IAO:0000115	
WARN	missing_definition	https://purl.archive.org/tfsco/TFSCO_00002145	IAO:0000115	
WARN	missing_definition	https://purl.archive.org/tfsco/TFSCO_00002146	IAO:0000115	
WARN	missing_definition	https://purl.archive.org/tfsco/TFSCO_00002150	IAO:0000115	
WARN	missing_definition	https://purl.archive.org/tfsco/TFSCO_00002156	IAO:0000115	
WARN	missing_definition	perovskite solar cell	IAO:0000115	
WARN	missing_definition	https://purl.archive.org/tfsco/TFSCO_00003100	IAO:0000115	
WARN	missing_definition	https://purl.archive.org/tfsco/TFSCO_00003105	IAO:0000115	
WARN	missing_definition	https://purl.archive.org/tfsco/TFSCO_00003108	IAO:0000115	
WARN	missing_definition	https://purl.archive.org/tfsco/TFSCO_00003300	IAO:0000115	
WARN	missing_definition	https://purl.archive.org/tfsco/TFSCO_00003301	IAO:0000115	
WARN	missing_definition	https://purl.archive.org/tfsco/TFSCO_00003302	IAO:0000115	
WARN	missing_definition	https://purl.archive.org/tfsco/TFSCO_00003303	IAO:0000115	
WARN	missing_definition	https://purl.archive.org/tfsco/TFSCO_00003313	IAO:0000115	
WARN	missing_definition	https://purl.archive.org/tfsco/TFSCO_00003500	IAO:0000115	
WARN	missing_definition	https://purl.archive.org/tfsco/TFSCO_00003502	IAO:0000115	
WARN	missing_definition	https://purl.archive.org/tfsco/TFSCO_00003503	IAO:0000115	
WARN	missing_definition	https://purl.archive.org/tfsco/TFSCO_00003504	IAO:0000115	
WARN	missing_definition	sample	IAO:0000115	
WARN	missing_definition	https://purl.archive.org/tfsco/TFSCO_00005001	IAO:0000115	
WARN	missing_definition	https://purl.archive.org/tfsco/TFSCO_00005016	IAO:0000115	
WARN	missing_definition	plasma	IAO:0000115	
WARN	missing_definition	https://purl.archive.org/tfsco/TFSCO_00005021	IAO:0000115	
WARN	missing_definition	https://purl.archive.org/tfsco/TFSCO_00005022	IAO:0000115	
WARN	missing_definition	https://purl.archive.org/tfsco/TFSCO_00005023	IAO:0000115	
WARN	missing_definition	https://purl.archive.org/tfsco/TFSCO_00005024	IAO:0000115	
WARN	missing_definition	https://purl.archive.org/tfsco/TFSCO_00005025	IAO:0000115	
WARN	missing_definition	https://purl.archive.org/tfsco/TFSCO_00005032	IAO:0000115	
